Name,Author,User Rating,Reviews,Price,Genre,Year
The Silent Patient,Alex Michaelides,4.5,27536,14,Fiction,2019.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,26490,15,Non Fiction,2019.0
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Dave Ramsey,4.7,11550,10,Non Fiction,2019.0
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for…,Dinah Bucholz,4.7,9030,10,Non Fiction,2019.0
The Very Hungry Caterpillar,Eric Carle,4.9,19546,5,Fiction,2019.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,8842,10,Fiction,2019.0
The Wonky Donkey,Craig Smith,4.8,30183,4,Fiction,2019.0
To Kill a Mockingbird,Harper Lee,4.8,26234,7,Fiction,2019.0
Unfreedom of the Press,Mark R. Levin,4.9,5956,11,Non Fiction,2019.0
Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),Silly Bear,4.8,6108,4,Non Fiction,2019.0
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,8170,13,Fiction,2019.0
Where the Crawdads Sing,Delia Owens,4.8,87841,15,Fiction,2019.0
Wrecking Ball (Diary of a Wimpy Kid Book 14),Jeff Kinney,4.9,9413,8,Fiction,2019.0
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Jen Sincero,4.7,14331,8,Non Fiction,2019.0
A Promised Land,Barack Obama,4.9,121109,16,Non Fiction,2020.0
American Dirt (Oprah's Book Club): A Novel,Jeanine Cummins,4.6,66795,14,Fiction,2020.0
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,12,Non Fiction,2020.0
Becoming,Michelle Obama,4.8,118767,21,Non Fiction,2020.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,5,Fiction,2020.0
Burn After Writing,Sharon Jones,4.6,36689,7,Non Fiction,2020.0
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38318,15,Non Fiction,2020.0
Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,30145,5,Fiction,2020.0
Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),Dav Pilkey,4.9,41021,6,Fiction,2020.0
Educated: A Memoir,Tara Westover,4.7,61064,13,Non Fiction,2020.0
Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,Jennie Allen,4.7,19558,14,Non Fiction,2020.0
Giraffes Can't Dance,Giles Andreae,4.8,27722,6,Fiction,2020.0
Greenlights,Matthew McConaughey,4.7,52217,16,Non Fiction,2020.0
How to Be an Antiracist,Ibram X. Kendi,4.7,24386,17,Non Fiction,2020.0
How to Catch a Mermaid,Adam Wallace,4.8,26660,5,Fiction,2020.0
How to Catch a Unicorn,Adam Wallace,4.8,29902,5,Fiction,2020.0
Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,19138,5,Non Fiction,2020.0
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,7,Non Fiction,2020.0
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,4,Fiction,2020.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63659,4,Fiction,2020.0
Little Fires Everywhere: A Novel,Celeste Ng,4.5,53363,10,Fiction,2020.0
Live Free Or Die: America (and the World) on the Brink,Sean Hannity,4.8,23944,13,Non Fiction,2020.0
"Magnolia Table, Volume 2: A Collection of Recipes for Gathering",Joanna Gaines,4.9,24352,17,Non Fiction,2020.0
Midnight Sun,Stephenie Meyer,4.8,79334,14,Fiction,2020.0
Modern Comfort Food: A Barefoot Contessa Cookbook,Ina Garten,4.8,16097,19,Non Fiction,2020.0
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,5,Non Fiction,2020.0
Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,Workman Publishing,4.8,17639,7,Non Fiction,2020.0
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,8,Non Fiction,2020.0
"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal",Shannon Roberts,4.8,39234,10,Non Fiction,2020.0
Rage,Bob Woodward,4.6,33469,8,Non Fiction,2020.0
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,6,Non Fiction,2020.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,8,Non Fiction,2020.0
The Ballad of Songbirds and Snakes (A Hunger Games Novel),Suzanne Collins,4.7,43745,14,Fiction,2020.0
The Big Book of Silly Jokes for Kids,Carole P. Roman,4.7,18142,6,Non Fiction,2020.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,11,Non Fiction,2020.0
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,10,Fiction,2020.0
The Deep End (Diary of a Wimpy Kid Book 15),Jeff Kinney,4.9,38674,7,Fiction,2020.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,8,Non Fiction,2020.0
The Room Where It Happened: A White House Memoir,John Bolton,4.3,49087,13,Non Fiction,2020.0
The Silent Patient,Alex Michaelides,4.5,102544,20,Fiction,2020.0
"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz",Erik Larson,4.7,26537,17,Non Fiction,2020.0
The Vanishing Half: A Novel,Brit Bennett,4.4,83490,13,Fiction,2020.0
The Very Hungry Caterpillar,Eric Carle,4.9,47260,5,Fiction,2020.0
The Wonky Donkey,Craig Smith,4.8,68099,5,Fiction,2020.0
Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,100534,10,Non Fiction,2020.0
Untamed,Glennon Doyle,4.6,49978,16,Non Fiction,2020.0
Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,35772,12,Fiction,2020.0
What Should Danny Do? (The Power to Choose Series),Adir Levy,4.8,20918,14,Fiction,2020.0
Where the Crawdads Sing,Delia Owens,4.8,208915,12,Fiction,2020.0
White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,38798,8,Non Fiction,2020.0
1984,George Orwell,4.7,60381,7,Fiction,2021.0
American Marxism,Mark R. Levin,4.9,29510,14,Non Fiction,2021.0
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556,18,Non Fiction,2021.0
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73216,12,Non Fiction,2021.0
Big Shot Diary of a Wimpy Kid Book 16,Jeff Kinney,4.9,12259,7,Fiction,2021.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,5,Fiction,2021.0
Burn After Writing (Pink),Sharon Jones,4.6,23145,7,Non Fiction,2021.0
Call Us What We Carry: Poems,Amanda Gorman,4.9,2873,14,Fiction,2021.0
Caste (Oprah's Book Club): The Origins of Our Discontents,Isabel Wilkerson,4.8,38319,15,Non Fiction,2021.0
Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals,Karen Frazier,4.8,30513,9,Non Fiction,2021.0
Dog Man: Mothering Heights: A Graphic Novel (Dog Man #10): From the Creator of Captain Underpants (10),Dav Pilkey,4.9,18740,7,Fiction,2021.0
"Dune (Dune Chronicles, Book 1)",Frank Herbert,4.7,52262,12,Fiction,2021.0
Go Tell the Bees That I Am Gone: A Novel (Outlander),Diana Gabaldon,4.7,35580,20,Fiction,2021.0
Greenlights,Matthew McConaughey,4.7,52217,16,Non Fiction,2021.0
Grumpy Monkey,Suzanne Lang,4.8,20714,7,Fiction,2021.0
How to Catch a Mermaid,Adam Wallace,4.8,26660,5,Fiction,2021.0
How to Win Friends & Influence People,Dale Carnegie,4.7,61283,11,Non Fiction,2021.0
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls",Hopscotch Girls,4.8,29913,7,Non Fiction,2021.0
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,4,Fiction,2021.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658,4,Fiction,2021.0
It Ends with Us: A Novel (1),Colleen Hoover,4.7,76135,11,Fiction,2021.0
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,5,Non Fiction,2021.0
My First Library : Boxset of 10 Board Books for Kids,Wonder House Books,4.6,39852,16,Non Fiction,2021.0
"Oh, the Places You'll Go!  ",Dr. Seuss,4.9,35287,9,Fiction,2021.0
Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,Workman Publishing,4.8,20182,8,Non Fiction,2021.0
Peril,Bob Woodward,4.6,16861,15,Non Fiction,2021.0
"Publication Manual of the American Psychological Association: 7th Edition, Official, 2020 Copyright",American Psychological Association,4.8,25374,21,Non Fiction,2021.0
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078,13,Non Fiction,2021.0
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,6,Non Fiction,2021.0
"Self-Love Workbook for Women: Release Self-Doubt, Build Self-Compassion, and Embrace Who You Are (Self-Help Workbooks for Women)",Megan Logan MSW LCSW,4.7,11921,10,Non Fiction,2021.0
The 48 Laws of Power,Robert Greene,4.7,38568,12,Non Fiction,2021.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62463,8,Non Fiction,2021.0
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252,9,Fiction,2021.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,11,Non Fiction,2021.0
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,10,Fiction,2021.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,8,Non Fiction,2021.0
The Four Winds: A Novel,Kristin Hannah,4.5,96810,14,Fiction,2021.0
The Hill We Climb: An Inaugural Poem for the Country,Amanda Gorman,4.9,14385,10,Fiction,2021.0
The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903,14,Fiction,2021.0
The Midnight Library: A Novel,Matt Haig,4.3,144313,13,Fiction,2021.0
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575,20,Non Fiction,2021.0
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969,9,Fiction,2021.0
The Song of Achilles: A Novel,Madeline Miller,4.7,38186,10,Fiction,2021.0
The Storyteller: Tales of Life and Music,Dave Grohl,4.8,14463,18,Non Fiction,2021.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073,14,Non Fiction,2021.0
The Very Hungry Caterpillar,Eric Carle,4.9,47260,5,Fiction,2021.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920,9,Fiction,2021.0
They Both Die at the End,Adam Silvera,4.7,22602,8,Fiction,2021.0
Untamed,Glennon Doyle,4.6,49978,16,Non Fiction,2021.0
We Were Liars,E. Lockhart,4.5,34117,6,Fiction,2021.0
Air Fryer Cookbook: 600 Effortless Air Fryer Recipes for Beginners and Advanced Users,Jenson William,4.4,29402,11,Non Fiction,2022.0
Atlas of the Heart: Mapping Meaningful Connection and the Language of Human Experience,Brené Brown,4.8,7556,18,Non Fiction,2022.0
Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,4.8,73215,12,Non Fiction,2022.0
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,38969,5,Fiction,2022.0
Burn After Writing (Pink),Sharon Jones,4.6,23146,7,Non Fiction,2022.0
"From Crook to Cook: Platinum Recipes from Tha Boss Dogg's Kitchen (Snoop Dogg Cookbook, Celebrity Cookbook with Soul Food Recipes) (Snoop Dog x Chronicle Books)",Snoop Dogg,4.8,23735,13,Non Fiction,2022.0
House of Sky and Breath (Crescent City),Sarah J. Maas,4.8,14327,18,Fiction,2022.0
How to Catch a Leprechaun,Adam Wallace,4.8,6020,10,Fiction,2022.0
How to Win Friends & Influence People,Dale Carnegie,4.7,61283,11,Non Fiction,2022.0
I Love You to the Moon and Back,Amelia Hepworth,4.9,51188,4,Fiction,2022.0
If Animals Kissed Good Night,Ann Whitford Paul,4.8,63658,4,Fiction,2022.0
It Ends with Us: A Novel (1),Colleen Hoover,4.7,76137,11,Fiction,2022.0
Life Force: How New Breakthroughs in Precision Medicine Can Transform the Quality of Your Life & Those You Love,Tony Robbins,4.5,1213,20,Non Fiction,2022.0
Little Blue Truck's Valentine,Alice Schertle,4.9,6959,11,Fiction,2022.0
Llama Llama I Love You,Anna Dewdney,4.8,9361,5,Fiction,2022.0
Maus I: A Survivor's Tale: My Father Bleeds History,Art Spiegelman,4.7,2438,14,Fiction,2022.0
"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!",Crystal Radke,4.8,69801,5,Non Fiction,2022.0
My Little Golden Book About Betty White,Deborah Hopkinson,4.9,4910,6,Non Fiction,2022.0
November 9: A Novel,Colleen Hoover,4.7,17592,13,Fiction,2022.0
Principles for Dealing with the Changing World Order: Why Nations Succeed and Fail,Ray Dalio,4.5,1685,21,Non Fiction,2022.0
Rand McNally 2022 Large Scale Road Atlas,Rand McNally,4.7,10404,17,Non Fiction,2022.0
Red-Handed: How American Elites Get Rich Helping China Win,Peter Schweizer,4.8,3366,18,Non Fiction,2022.0
Reminders of Him: A Novel,Colleen Hoover,4.7,56049,13,Fiction,2022.0
Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,Robert T. Kiyosaki,4.7,71078,7,Non Fiction,2022.0
"Run, Rose, Run: A Novel",James Patterson,4.5,4828,18,Fiction,2022.0
"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)",School Zone,4.8,60501,6,Non Fiction,2022.0
The 1619 Project: A New Origin Story,Nikole Hannah-Jones,4.8,6657,23,Non Fiction,2022.0
The 48 Laws of Power,Robert Greene,4.7,38568,12,Non Fiction,2022.0
The 5 Love Languages: The Secret to Love that Lasts,Gary Chapman,4.8,62462,8,Non Fiction,2022.0
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paulo Coelho,4.7,71252,9,Fiction,2022.0
"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma",Bessel van der Kolk M.D.,4.8,44642,11,Non Fiction,2022.0
"The Boy, the Mole, the Fox and the Horse",Charlie Mackesy,4.8,93749,10,Fiction,2022.0
The Complete Maus: A Survivor's Tale (Pantheon Graphic Library),Art Spiegelman,4.8,5349,32,Fiction,2022.0
The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Don Miguel Ruiz,4.7,75798,8,Non Fiction,2022.0
The Great Reset: Joe Biden and the Rise of Twenty-First-Century Fascism,Glenn Beck,4.7,3098,18,Non Fiction,2022.0
The Last Thing He Told Me: A Novel,Laura Dave,4.3,77903,14,Fiction,2022.0
The Lincoln Highway: A Novel,Amor Towles,4.4,38675,18,Fiction,2022.0
The Love Hypothesis,Ali Hazelwood,4.6,24858,11,Fiction,2022.0
The Maid: A Novel,Nita Prose,4.3,17988,17,Fiction,2022.0
The Midnight Library: A Novel,Matt Haig,4.3,144314,13,Fiction,2022.0
"The Real Anthony Fauci: Bill Gates, Big Pharma, and the Global War on Democracy and Public Health (Children’s Health Defense)",Robert F. Kennedy Jr.,4.8,14575,20,Non Fiction,2022.0
The Seven Husbands of Evelyn Hugo: A Novel,Taylor Jenkins Reid,4.6,60969,9,Fiction,2022.0
The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,4.6,64073,14,Non Fiction,2022.0
The Very Hungry Caterpillar,Eric Carle,4.9,47260,5,Fiction,2022.0
"The Whole Body Reset: Your Weight-Loss Plan for a Flat Belly, Optimum Health & a Body You'll Love at Midlife and Beyond",Stephen Perrine,4.2,206,20,Non Fiction,2022.0
The Wonderful Things You Will Be,Emily Winfield Martin,4.9,20920,9,Fiction,2022.0
Ugly Love: A Novel,Colleen Hoover,4.7,33929,10,Fiction,2022.0
Verity,Colleen Hoover,4.6,71826,11,Fiction,2022.0
What to Expect When You're Expecting,Heidi Murkoff,4.8,27052,13,Non Fiction,2022.0
Where the Crawdads Sing,Delia Owens,4.8,208917,10,Fiction,2022.0
